ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2),activity,subject
-0.08318,0.02022,-0.05312,0.1024,STANDING,4
0.016675,-0.019775,-0.02445,0.04275,STANDING,4
-0.1423,-0.025733333,-0.0901,0.176666667,STANDING,4
-0.1996,-0.00228,-0.1008,0.2238,STANDING,4
-0.124425,-0.017675,-0.070075,0.14525,STANDING,4
-0.061733333,-0.0366,-0.015066667,0.075666667,STANDING,4
-0.0029,-0.0141,-0.040675,0.048,STANDING,4
0.029625,0.019725,0.025175,0.04775,STANDING,4
0.009766667,0.028733333,0.022333333,0.041333333,STANDING,4
-0.042366667,0.025466667,-0.0022,0.05,STANDING,4
-0.0272,-0.003416667,-0.014366667,0.0345,STANDING,4
-0.0076,-0.012925,-0.007625,0.01925,STANDING,4
0.03275,-0.019225,-0.003675,0.03875,STANDING,4
0.041125,-0.036925,0.007875,0.05625,STANDING,4
0.03705,-0.019625,0.0356,0.056,STANDING,4
0.0372,-0.00125,0.0307,0.049,STANDING,4
0.021775,0.0272,-0.0213,0.044,STANDING,4
0.0014,0.03405,-0.048375,0.06025,STANDING,4
-0.02965,0.020925,-0.04315,0.05775,STANDING,4
-0.05475,-0.007775,-0.011575,0.05825,STANDING,4
0.000125,-0.024975,0.008775,0.0355,STANDING,4
0.03336,-0.02238,-0.00456,0.0416,STANDING,4
0.066966667,-0.0122,0.013933333,0.069666667,STANDING,4
0.095925,-0.0197,0.02975,0.10275,STANDING,4
0.08875,-0.007675,-0.004825,0.091,STANDING,4
0.0523,0.00605,-0.0396,0.0665,STANDING,4
0.012171429,0.0104,-0.038185714,0.045714286,STANDING,4
-0.032133333,-0.011366667,0.001266667,0.034333333,STANDING,4
-0.0271,-0.0288,0.0449,0.0616,STANDING,4
0.0197,-0.022675,0.0311,0.048,STANDING,4
0.050366667,-0.0101,-0.012533333,0.053333333,STANDING,4
0.0872,-0.028325,-0.063775,0.1115,STANDING,4
0.137525,-0.067875,-0.132825,0.20325,STANDING,4
0.0995,-0.025375,-0.129775,0.166,STANDING,4
0.0306,0.006025,-0.005625,0.048,STANDING,4
-0.01705,0.00205,0.129025,0.13025,STANDING,4
-0.034075,0.041075,0.22175,0.228,STANDING,4
-0.055575,0.045725,0.239425,0.25175,STANDING,4
-0.04205,0.007175,0.093075,0.10275,STANDING,4
0.029025,0.000325,-0.12895,0.1325,STANDING,4
0.04605,-0.030025,-0.278175,0.28375,STANDING,4
0.02276,-0.0552,-0.21138,0.2202,STANDING,4
0.007,-0.048666667,-0.0713,0.088666667,STANDING,4
0.0195,-0.0528,-0.029,0.0685,STANDING,4
0.02185,0.0149,0.0201,0.03875,STANDING,4
-0.03074,0.00248,0.07226,0.0798,STANDING,4
-0.068325,-0.0089,0.075975,0.105,STANDING,4
0.015775,0.006225,0.03155,0.05425,STANDING,4
0.068725,0.017125,-0.02425,0.07575,STANDING,4
0.061325,-0.009125,0.022375,0.072,STANDING,4
0.0664,-0.029,0.1043,0.127,STANDING,4
0.038542857,-0.005142857,0.103371429,0.111714286,STANDING,4
0.02065,0.00365,0.10135,0.1035,STANDING,4
0.008425,0.01415,0.000725,0.03525,STANDING,4
-0.003133333,0.007766667,-0.0569,0.058666667,STANDING,4
-0.0052,-0.014825,-0.0173,0.02725,STANDING,4
0.027675,-0.0187,0.0049,0.0375,STANDING,4
0.038825,0.0118,-0.015925,0.047,STANDING,4
0.009466667,0.031133333,-0.049433333,0.060333333,STANDING,4
-0.012033333,0.0091,-0.052533333,0.056666667,STANDING,4
-0.044785714,-0.022614286,-0.0259,0.058857143,STANDING,4
-0.070433333,-0.014133333,-0.009833333,0.073333333,STANDING,4
-0.0711,-0.0002,-0.009425,0.072,STANDING,4
-0.045575,-0.01175,0.017475,0.051,STANDING,4
0.005,-0.00702,-0.01568,0.0234,STANDING,4
0.03455,0.004125,-0.04675,0.05925,STANDING,4
-0.015025,0.024525,-0.06185,0.07225,STANDING,4
-0.0519,0.0283,-0.021866667,0.064333333,STANDING,4
