ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2),activity,subject
-0.12905,-0.00155,0.107125,0.1715,STANDING,2
0.1249,-0.0185,0.206725,0.25225,STANDING,2
0.360825,-0.010675,0.20735,0.4185,STANDING,2
0.29112,-0.05974,0.054,0.3058,STANDING,2
0.161975,-0.0644,-0.044425,0.181,STANDING,2
0.11505,-0.002,0.040975,0.12825,STANDING,2
0.113925,0.00795,0.060875,0.13275,STANDING,2
0.2039,-0.075125,-0.0359,0.22175,STANDING,2
0.28815,-0.09305,0.141425,0.344,STANDING,2
0.2432,-0.0149,0.2268,0.33325,STANDING,2
0.066825,-0.094125,-0.0175,0.1275,STANDING,2
0.04175,-0.096775,-0.019,0.116,STANDING,2
-0.0521,-0.03455,0.061625,0.09925,STANDING,2
-0.16305,0.005675,-0.05225,0.17425,STANDING,2
-0.171675,0.026875,-0.103175,0.2035,STANDING,2
-0.108175,0.0115,-0.072725,0.1315,STANDING,2
-0.0439,0.012475,-0.017725,0.04975,STANDING,2
0.043625,0.04965,-0.0137,0.07,STANDING,2
0.08355,0.0312,-0.01555,0.091,STANDING,2
0.0833,-0.011275,-0.0227,0.0905,STANDING,2
0.080616667,-0.0243,0.0657,0.1085,STANDING,2
0.0078,-0.007525,0.0953,0.101,STANDING,2
-0.123025,-0.028125,0.102475,0.16625,STANDING,2
-0.218875,-0.0545,0.170125,0.2825,STANDING,2
-0.234975,-0.083475,0.16375,0.299,STANDING,2
-0.3763,-0.03825,0.1694,0.418,STANDING,2
-0.55415,0.130825,0.13055,0.586,STANDING,2
-0.466725,0.1682,-0.006375,0.5,STANDING,2
-0.154775,0.07675,-0.1323,0.2355,STANDING,2
0.24715,-0.04195,-0.119325,0.2815,STANDING,2
0.387675,-0.0511,-0.147,0.41775,STANDING,2
0.189075,-0.06915,-0.157475,0.266,STANDING,2
0.006575,-0.137675,-0.23285,0.2715,STANDING,2
0.0102,-0.148125,-0.1997,0.24875,STANDING,2
0.0404,-0.04895,-0.13225,0.15125,STANDING,2
0.054575,0.043925,-0.0019,0.096,STANDING,2
0.10305,0.069425,0.098125,0.1595,STANDING,2
0.173325,0.02945,0.080125,0.19525,STANDING,2
0.078625,0.0809,0.20355,0.2375,STANDING,2
-0.028225,0.13145,0.241725,0.2785,STANDING,2
-0.187425,0.0436,0.12005,0.23675,STANDING,2
-0.288775,-0.05765,0.066575,0.304,STANDING,2
-0.33235,-0.132325,0.07685,0.366,STANDING,2
-0.399633333,-0.147933333,0.071433333,0.432333333,STANDING,2
-0.39512,-0.0624,0.06292,0.4066,STANDING,2
-0.2885,0.00925,0.098825,0.30525,STANDING,2
-0.1664,-0.003,0.047575,0.17475,STANDING,2
-0.0746,-0.06602,-0.005,0.1034,STANDING,2
-0.081766667,-0.045,0.040433333,0.103333333,STANDING,2
-0.09745,0.018625,0.0474,0.114,STANDING,2
-0.108325,0.130325,0.079325,0.1885,STANDING,2
-0.043,0.1451,0.014775,0.16375,STANDING,2
0.056425,0.07945,-0.1348,0.17,STANDING,2
-0.046325,-0.013075,-0.01535,0.0765,STANDING,2
0.022325,-0.069275,-0.02075,0.09875,STANDING,2
0.131425,-0.043875,-0.03025,0.14925,STANDING,2
0.09025,-0.022925,0.1303,0.165,STANDING,2
-0.0339,-0.03395,0.184275,0.19475,STANDING,2
-0.1339,-0.059633333,0.225733333,0.27,STANDING,2
-0.1856,-0.0839,0.07348,0.2224,STANDING,2
-0.299475,-0.00015,0.127125,0.3305,STANDING,2
-0.37705,0.1441,0.2651,0.483,STANDING,2
-0.442125,0.221175,0.203225,0.5355,STANDING,2
-0.4354,0.170025,0.1396,0.489,STANDING,2
-0.33125,0.050525,0.08875,0.347,STANDING,2
-0.138725,0.065675,-0.01405,0.1575,STANDING,2
-0.009175,0.03225,-0.0638,0.08175,STANDING,2
0.01445,-0.0381,-0.09385,0.10325,STANDING,2
0.09055,-0.03865,-0.1938,0.2205,STANDING,2
0.255275,-0.04825,-0.245525,0.36,STANDING,2
0.35585,-0.096025,-0.1263,0.392,STANDING,2
0.362975,-0.102325,0.065675,0.3875,STANDING,2
0.273725,-0.088225,0.21425,0.36075,STANDING,2
0.122625,-0.054225,0.1782,0.226,STANDING,2
-0.15704,-0.06686,0.20912,0.2824,STANDING,2
-0.389066667,0.010666667,0.1581,0.422,STANDING,2
-0.453525,0.080475,0.1499,0.48425,STANDING,2
-0.4628,0.0729,0.11674,0.4836,STANDING,2
-0.4341,0.061666667,0.098533333,0.449666667,STANDING,2
-0.317325,0.037525,0.13335,0.34725,STANDING,2
-0.167466667,0.0691,0.1093,0.213,STANDING,2
-0.0753,0.12898,0.13306,0.2032,STANDING,2
-0.007425,0.12855,0.161325,0.209,STANDING,2
0.172525,0.04955,0.04495,0.201,STANDING,2
0.3085,0.005475,-0.11395,0.329,STANDING,2
0.291925,-0.026,-0.120725,0.31725,STANDING,2
0.2843,-0.0744,-0.14145,0.327,STANDING,2
0.2368,-0.08675,-0.133975,0.2865,STANDING,2
0.04015,-0.0923,-0.05655,0.1265,STANDING,2
0.010725,-0.044575,-0.089775,0.105,STANDING,2
0.1282,-0.0736,-0.076475,0.17,STANDING,2
0.0804,-0.011875,0.087175,0.14375,STANDING,2
-0.146075,0.0549,0.154975,0.22975,STANDING,2
-0.27716,-0.00228,0.00088,0.2804,STANDING,2
-0.207133333,0.014566667,-0.0447,0.213666667,STANDING,2
-0.1325,-0.01825,0.064525,0.15125,STANDING,2
-0.072375,0.015925,0.062625,0.10125,STANDING,2
0.0569,0.038075,0.0116,0.0775,STANDING,2
0.14176,-0.01086,0.07572,0.1642,STANDING,2
0.13385,-0.04155,0.10505,0.175,STANDING,2
0.14896,-0.0361,0.1126,0.1916,STANDING,2
0.160725,0.0569,0.16075,0.236,STANDING,2
0.1095,0.107775,0.119575,0.1965,STANDING,2
0.05482,0.04014,0.014,0.078,STANDING,2
-0.029,-0.054825,0.0082,0.06375,STANDING,2
-0.0189,-0.0286,-0.011,0.036,STANDING,2
0.095385714,-0.013428571,-0.071685714,0.125428571,STANDING,2
0.1221,-0.06305,-0.024075,0.14,STANDING,2
0.0791,-0.100725,-0.128275,0.1865,STANDING,2
-0.029233333,-0.124466667,-0.218566667,0.255333333,STANDING,2
-0.10212,-0.04082,-0.09064,0.1568,STANDING,2
-0.09415,0.008725,0.079625,0.1245,STANDING,2
-0.153675,0.002375,0.07295,0.171,STANDING,2
-0.2682,0.0231,0.1051,0.28925,STANDING,2
-0.2719,0.082275,0.0803,0.29675,STANDING,2
-0.15815,0.091125,0.057025,0.19425,STANDING,2
-0.043775,0.043125,0.134075,0.14975,STANDING,2
-0.050725,0.0289,0.158175,0.16975,STANDING,2
-0.13105,0.043325,0.138075,0.196,STANDING,2
-0.157825,0.038125,0.073175,0.17875,STANDING,2
-0.08685,-0.00275,0.030025,0.093,STANDING,2
-0.0243,-0.027425,0.019275,0.0435,STANDING,2
0.0329,0.004725,-0.025375,0.05125,STANDING,2
-0.073325,-0.0015,-0.0601,0.1215,STANDING,2
-0.2602,-0.036525,0.0476,0.268,STANDING,2
-0.226375,-0.013025,-0.02155,0.231,STANDING,2
-0.02975,-0.02945,-0.041925,0.0695,STANDING,2
0.070175,0.0072,0.1004,0.12675,STANDING,2
-0.009175,0.089075,0.204775,0.22925,STANDING,2
-0.20215,0.14805,0.198325,0.3235,STANDING,2
-0.3035,0.11415,0.164525,0.36425,STANDING,2
-0.219875,0.071575,0.147175,0.27475,STANDING,2
-0.06635,0.0625,0.097625,0.136,STANDING,2
0.07635,0.031975,0.09005,0.129,STANDING,2
0.232925,0.054875,-0.008225,0.24275,STANDING,2
0.3247375,-0.1043875,-0.1036875,0.36,STANDING,2
0.34965,-0.15415,-0.142,0.40775,STANDING,2
0.2899,-0.16865,-0.1532,0.369,STANDING,2
0.2357,-0.11945,-0.205875,0.3365,STANDING,2
0.1864,-0.037725,-0.282425,0.341,STANDING,2
0.182925,-0.0597,-0.269225,0.3315,STANDING,2
0.1621,-0.08145,-0.16685,0.247,STANDING,2
0.0891,-0.007875,-0.063075,0.11325,STANDING,2
0.05425,0.05695,0.038125,0.09,STANDING,2
0.09635,0.0672,0.125725,0.173,STANDING,2
0.1223,0.046125,0.14995,0.19925,STANDING,2
0.134225,0.022775,0.088075,0.16325,STANDING,2
0.117475,0.036,0.0331,0.1275,STANDING,2
0.043175,-0.01835,0.0296,0.06875,STANDING,2
-0.135925,-0.020225,0.07315,0.16175,STANDING,2
-0.22515,0.03965,0.029925,0.2325,STANDING,2
-0.14685,0.010025,0.015175,0.15025,STANDING,2
-0.078025,-0.002175,0.0538,0.09525,STANDING,2
-0.0456,0.016575,0.0391,0.06325,STANDING,2
0.0752875,0.0105625,0.021525,0.112625,STANDING,2
0.051975,-0.071675,0.13695,0.1635,STANDING,2
-0.092025,-0.01845,0.080125,0.13175,STANDING,2
-0.180475,0.042775,0.07915,0.20175,STANDING,2
-0.1281,0.017175,0.075875,0.15175,STANDING,2
-0.10685,-0.035225,0.10545,0.1545,STANDING,2
-0.11585,-0.026175,0.08065,0.144,STANDING,2
-0.06265,0.020475,0.036625,0.0765,STANDING,2
0.002675,0.0055,0.037925,0.045,STANDING,2
0.03005,-0.053875,0.0809,0.10375,STANDING,2
-0.0176,-0.0398,0.0869,0.09875,STANDING,2
-0.044075,0.0211,0.062975,0.08075,STANDING,2
-0.0844,0.050075,0.107275,0.14525,STANDING,2
-0.09285,0.0455,0.0843,0.13375,STANDING,2
-0.065025,-0.0063,0.0917,0.11525,STANDING,2
-0.00785,-0.050975,0.136225,0.14575,STANDING,2
-0.001625,-0.0386,0.194175,0.1985,STANDING,2
-0.0613,-0.0049,0.1845,0.1975,STANDING,2
-0.186475,0.0238,0.142275,0.2385,STANDING,2
-0.256925,0.0413,0.058825,0.26925,STANDING,2
-0.293675,0.03295,0.009075,0.29575,STANDING,2
-0.2325,0.06385,0.028525,0.244,STANDING,2
-0.13395,0.0703,0.067025,0.1675,STANDING,2
-0.030125,0.03185,0.10165,0.115,STANDING,2
0.034525,0.0014,0.099575,0.106,STANDING,2
0.056,0.025,0.113575,0.12975,STANDING,2
0.10005,-0.014975,0.0945,0.14025,STANDING,2
0.136775,-0.029925,0.039525,0.14725,STANDING,2
0.097275,-0.047275,-0.010775,0.10975,STANDING,2
0.046575,-0.051975,-0.016375,0.07325,STANDING,2
0.00395,-0.0418,0.017775,0.04725,STANDING,2
-0.01585,0.00575,0.0209,0.0325,STANDING,2
-0.04745,0.0033,0.005125,0.05225,STANDING,2
-0.0733,-0.042075,0.00915,0.08525,STANDING,2
-0.10415,0.016925,0.049575,0.11925,STANDING,2
-0.12075,0.051125,0.0983,0.164,STANDING,2
-0.12425,0.062575,0.1233,0.186,STANDING,2
-0.089375,0.05995,0.111525,0.15575,STANDING,2
0.010225,0.03725,0.0913,0.105,STANDING,2
0.0392,0.00385,0.0903,0.099,STANDING,2
-0.01905,-0.005175,0.08005,0.0855,STANDING,2
-0.03805,-0.03065,0.049775,0.0705,STANDING,2
0.00128,-0.04368,0.0112,0.0512,STANDING,2
0.0349,-0.053133333,-0.0313,0.071,STANDING,2
0.0536,-0.03625,-0.041375,0.078,STANDING,2
0.02135,0.007175,-0.039075,0.04775,STANDING,2
-0.068425,0.015825,-0.009875,0.07375,STANDING,2
-0.129425,0.02765,0.02185,0.13475,STANDING,2
-0.09905,0.01245,0.04845,0.11175,STANDING,2
-0.02735,0.005375,0.05715,0.06475,STANDING,2
0.0018,0.009175,0.0272,0.03075,STANDING,2
-0.0096,0.01055,0.005075,0.0185,STANDING,2
-0.05465,0.047025,-0.008,0.07325,STANDING,2
-0.1573,0.02965,-0.025225,0.167,STANDING,2
-0.2819,-0.082325,-0.1381,0.3275,STANDING,2
-0.0613,0.042825,-0.146675,0.18525,STANDING,2
0.225825,-0.0221,0.09325,0.2515,STANDING,2
0.231725,-0.010825,0.18505,0.301,STANDING,2
-0.073475,-0.042525,0.03375,0.1345,STANDING,2
-0.032625,0.0136,-0.126525,0.141,STANDING,2
0.082175,0.03755,-0.035725,0.10275,STANDING,2
-0.07262,0.0152,0.0134,0.1054,STANDING,2
-0.264925,0.05495,-0.112225,0.29325,STANDING,2
-0.1187,0.044866667,-0.0396,0.139333333,STANDING,2
0.151675,0.004075,0.115875,0.1915,STANDING,2
0.173225,-0.009925,0.2,0.26675,STANDING,2
-0.05496,0.07762,0.18676,0.2264,STANDING,2
-0.133925,0.053225,0.015075,0.154,STANDING,2
-0.044833333,-0.022366667,-0.0553,0.077,STANDING,2
0.00455,0.007225,0.0242,0.039,STANDING,2
-0.04775,-0.00225,0.002025,0.0635,STANDING,2
-0.0381,-0.01974,-0.04894,0.0666,STANDING,2
-0.020025,-0.0096,-0.0101,0.02575,STANDING,2
-0.0117,-0.0132,0.033025,0.04725,STANDING,2
0.022066667,-0.004366667,0.0815,0.086,STANDING,2
0.09126,-0.03054,-0.01578,0.1052,STANDING,2
0.048275,-0.0066,-0.02775,0.0605,STANDING,2
-0.04265,0.056325,0.136775,0.15925,STANDING,2
-0.163975,0.078975,0.1741,0.25375,STANDING,2
-0.0618,0.05905,0.083625,0.12475,STANDING,2
0.08475,-0.032225,0.006,0.09375,STANDING,2
0.09005,-0.05645,-0.03545,0.11275,STANDING,2
0.0054,0.02125,0.058375,0.0705,STANDING,2
-0.0019,-0.0078,0.02715,0.0475,STANDING,2
0.0103,-0.0359,-0.038575,0.05475,STANDING,2
-0.020933333,-0.005266667,-0.013433333,0.028,STANDING,2
0.02046,-0.0415,-0.03258,0.0586,STANDING,2
0.019525,-0.0256,0.00575,0.0435,STANDING,2
0.000925,0.020175,0.11405,0.11675,STANDING,2
-0.070966667,0.0137,0.048233333,0.094333333,STANDING,2
-0.0781,-0.0422,0.01194,0.0906,STANDING,2
0.035975,-0.01895,-0.01165,0.0515,STANDING,2
-0.05115,0.011075,0.116825,0.1295,STANDING,2
-0.136975,0.0089,0.070275,0.167,STANDING,2
-0.146275,-0.010725,-0.02295,0.149,STANDING,2
-0.09265,-0.013625,0.07125,0.12125,STANDING,2
-0.1262,0.039975,0.151225,0.202,STANDING,2
-0.173275,0.065075,0.128125,0.22575,STANDING,2
-0.18585,0.032675,0.048725,0.19575,STANDING,2
-0.1547,0.022733333,0.029566667,0.159333333,STANDING,2
-0.05505,-0.005975,0.057925,0.08825,STANDING,2
0.01388,0.0156,0.0812,0.086,STANDING,2
0.003725,0.02515,0.0567,0.06425,STANDING,2
-0.052925,0.02985,0.0496,0.0795,STANDING,2
-0.050866667,0.024166667,0.046,0.073,STANDING,2
0.018175,-0.003625,0.006675,0.03075,STANDING,2
0.061216667,0.0053,0.033616667,0.0755,STANDING,2
0.01615,-0.006175,0.014025,0.028,STANDING,2
0.0034,0.0139,0.008233333,0.017333333,STANDING,2
0.0393,0.01645,0.025025,0.051,STANDING,2
0.066833333,-0.046566667,0.040766667,0.092333333,STANDING,2
0.110233333,-0.053983333,0.00985,0.123333333,STANDING,2
0.041175,-0.005025,-0.01165,0.045,STANDING,2
0.00245,-0.0012,0.0076,0.022,STANDING,2
0.0114,0.024133333,0.094233333,0.098,STANDING,2
