ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2),activity,subject
2.5421,-5.3019,0.340575,5.908,WALKING_UPSTAIRS,2
1.846675,-6.7731,-1.276025,7.142,WALKING_UPSTAIRS,2
0.381475,-7.943375,-2.40255,8.37825,WALKING_UPSTAIRS,2
-2.29958,-6.61304,-5.82338,9.2182,WALKING_UPSTAIRS,2
-2.09545,-3.7702,-8.239325,9.3305,WALKING_UPSTAIRS,2
-2.15425,-1.858425,-7.072425,7.624,WALKING_UPSTAIRS,2
-1.111575,-2.754525,-4.88595,5.817,WALKING_UPSTAIRS,2
-0.415225,-3.89515,-0.83035,4.12325,WALKING_UPSTAIRS,2
-0.3406,-4.508825,1.72495,4.96725,WALKING_UPSTAIRS,2
0.3938,-3.462925,5.2285,6.31975,WALKING_UPSTAIRS,2
0.0286,-0.689925,6.563575,6.67275,WALKING_UPSTAIRS,2
-0.963233333,1.689633333,7.125233333,7.401666667,WALKING_UPSTAIRS,2
-1.7881,2.793025,3.7765,5.11375,WALKING_UPSTAIRS,2
-1.41814,1.83448,-2.20038,3.5116,WALKING_UPSTAIRS,2
-1.6694,0.614875,-0.34325,2.37125,WALKING_UPSTAIRS,2
-1.636075,0.43625,4.31485,4.64325,WALKING_UPSTAIRS,2
-2.230575,1.33385,5.355125,5.9665,WALKING_UPSTAIRS,2
-2.475766667,2.3149,5.161433333,6.18,WALKING_UPSTAIRS,2
-1.519375,2.7356,5.418125,6.26425,WALKING_UPSTAIRS,2
-0.55855,2.843825,4.628,5.468,WALKING_UPSTAIRS,2
-0.439625,2.75235,3.527175,4.49625,WALKING_UPSTAIRS,2
-0.272925,2.02325,2.88355,3.539,WALKING_UPSTAIRS,2
0.131525,1.65455,3.49085,3.86825,WALKING_UPSTAIRS,2
0.418533333,1.868166667,4.012133333,4.447,WALKING_UPSTAIRS,2
0.4366,2.299333333,1.96995,3.258166667,WALKING_UPSTAIRS,2
0.890625,2.00625,-4.078675,4.87575,WALKING_UPSTAIRS,2
3.605375,-0.335675,-8.663975,9.8125,WALKING_UPSTAIRS,2
-3.710825,0.0241,6.329025,7.72725,WALKING_UPSTAIRS,2
-8.8098,1.7201,1.972833333,10.366,WALKING_UPSTAIRS,2
-1.13884,-4.33844,0.26124,6.0062,WALKING_UPSTAIRS,2
-2.001875,-5.1651,-1.5354,5.9475,WALKING_UPSTAIRS,2
-0.2909,-3.646925,1.941175,4.20925,WALKING_UPSTAIRS,2
-0.08645,-1.081725,0.307275,1.15675,WALKING_UPSTAIRS,2
-0.2962,-0.259925,1.5304,1.58725,WALKING_UPSTAIRS,2
-0.5781,-0.765,2.39605,2.5825,WALKING_UPSTAIRS,2
0.348683333,-1.534733333,2.8039,3.255666667,WALKING_UPSTAIRS,2
0.807775,-1.8622,2.168175,2.97175,WALKING_UPSTAIRS,2
0.346166667,-1.094033333,1.423333333,1.834666667,WALKING_UPSTAIRS,2
0.192775,-0.024825,0.908425,1.00525,WALKING_UPSTAIRS,2
0.537825,1.0836,-0.215625,1.25225,WALKING_UPSTAIRS,2
0.934925,2.0178,-1.37805,2.6405,WALKING_UPSTAIRS,2
-0.596325,2.375225,-1.8982,3.15225,WALKING_UPSTAIRS,2
-2.083325,2.316075,-1.82815,3.61575,WALKING_UPSTAIRS,2
-1.32725,1.97625,-1.59145,2.876,WALKING_UPSTAIRS,2
-0.22846,1.36152,-0.8387,1.6432,WALKING_UPSTAIRS,2
0.5327,1.029133333,-1.324266667,1.793666667,WALKING_UPSTAIRS,2
1.6757,0.48215,-1.8117,2.53675,WALKING_UPSTAIRS,2
2.0313,0.02008,-0.44798,2.1312,WALKING_UPSTAIRS,2
1.6385,0.280075,0.9188,1.9075,WALKING_UPSTAIRS,2
0.81835,-0.0315,0.425125,0.99025,WALKING_UPSTAIRS,2
