ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2),activity,subject
0.9144,0.348825,-0.371725,1.064,WALKING_UPSTAIRS,1
0.560875,-0.1879,0.4209,0.78775,WALKING_UPSTAIRS,1
0.255425,0.593975,-1.327325,1.48875,WALKING_UPSTAIRS,1
0.708225,1.046725,-0.25415,1.46925,WALKING_UPSTAIRS,1
1.08855,-1.092475,-1.068975,2.065,WALKING_UPSTAIRS,1
-0.258225,-3.54835,-0.87655,3.78925,WALKING_UPSTAIRS,1
-0.7278,-6.00055,-0.428925,6.078,WALKING_UPSTAIRS,1
-1.1301,-6.361875,0.162825,6.48925,WALKING_UPSTAIRS,1
-0.08775,-4.173975,1.714025,4.55925,WALKING_UPSTAIRS,1
0.74285,-2.349325,2.355775,3.42125,WALKING_UPSTAIRS,1
0.771975,-1.9928,2.689675,3.43825,WALKING_UPSTAIRS,1
1.025725,-2.0678,1.567425,2.8065,WALKING_UPSTAIRS,1
0.694225,-1.928,0.3917,2.11725,WALKING_UPSTAIRS,1
0.43255,-2.17935,-0.62855,2.3145,WALKING_UPSTAIRS,1
0.002916667,-1.863316667,-0.749933333,2.023666667,WALKING_UPSTAIRS,1
-0.56005,-0.95775,0.03875,1.1335,WALKING_UPSTAIRS,1
-0.7789,-0.3669,0.346575,0.95325,WALKING_UPSTAIRS,1
-0.679425,0.37545,0.666875,1.0395,WALKING_UPSTAIRS,1
-0.9697,0.7954,0.640975,1.4185,WALKING_UPSTAIRS,1
-2.0094,0.888175,0.479975,2.25325,WALKING_UPSTAIRS,1
-2.727125,0.937275,0.40565,2.9125,WALKING_UPSTAIRS,1
-3.029925,1.0124,0.40835,3.22075,WALKING_UPSTAIRS,1
-3.160825,1.325025,0.101575,3.432,WALKING_UPSTAIRS,1
-3.0369,1.755725,-0.4086,3.5385,WALKING_UPSTAIRS,1
-3.01025,2.14595,-0.848675,3.794,WALKING_UPSTAIRS,1
-2.8171,2.323475,-0.692775,3.72075,WALKING_UPSTAIRS,1
-2.55085,2.571225,-0.173275,3.6275,WALKING_UPSTAIRS,1
-2.053875,2.8233,-0.30935,3.51225,WALKING_UPSTAIRS,1
-1.341875,3.1318,-0.16685,3.4145,WALKING_UPSTAIRS,1
-0.89485,2.46445,-0.40525,2.6555,WALKING_UPSTAIRS,1
-0.643375,1.40935,0.104325,1.56725,WALKING_UPSTAIRS,1
-0.81655,1.317075,1.14575,1.9395,WALKING_UPSTAIRS,1
-0.974975,1.986275,1.977575,2.9705,WALKING_UPSTAIRS,1
-0.559775,2.602875,1.873875,3.26425,WALKING_UPSTAIRS,1
0.43075,2.5676,1.223525,2.91925,WALKING_UPSTAIRS,1
2.137,1.405075,-0.96155,2.9345,WALKING_UPSTAIRS,1
4.0091,-1.17325,-2.165475,4.7765,WALKING_UPSTAIRS,1
4.678766667,-3.369166667,-0.027533333,5.811666667,WALKING_UPSTAIRS,1
3.25176,-4.27296,1.16844,5.539,WALKING_UPSTAIRS,1
0.570566667,-3.831833333,-1.163133333,4.167,WALKING_UPSTAIRS,1
-1.09394,-3.11992,-2.8463,4.447,WALKING_UPSTAIRS,1
-1.670875,-0.9817,1.764725,2.6985,WALKING_UPSTAIRS,1
-1.33515,-0.94895,0.7891,1.8725,WALKING_UPSTAIRS,1
0.3746,-3.382625,0.85465,3.56875,WALKING_UPSTAIRS,1
2.24836,-5.80874,1.79672,6.5344,WALKING_UPSTAIRS,1
3.226675,-3.7882,-0.823575,5.06825,WALKING_UPSTAIRS,1
0.36925,-1.5063,1.004975,2.192,WALKING_UPSTAIRS,1
-2.32004,-0.6371,2.63268,3.5946,WALKING_UPSTAIRS,1
-3.590266667,-1.410933333,2.0517,4.392666667,WALKING_UPSTAIRS,1
-3.608,-2.361325,0.839075,4.41,WALKING_UPSTAIRS,1
-3.192275,-1.35515,-0.123475,3.4985,WALKING_UPSTAIRS,1
-1.5752,0.40765,0.272675,1.74175,WALKING_UPSTAIRS,1
-0.6891,2.01035,0.5159,2.20025,WALKING_UPSTAIRS,1
-0.2975,3.293475,0.36675,3.33575,WALKING_UPSTAIRS,1
-0.071075,4.24365,-0.776225,4.33975,WALKING_UPSTAIRS,1
