time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
82.341341,-0.0105,0.0419,0.0002,0.043
82.361212,0.0088,0.044,-0.0194,0.049
82.381039,0.0051,0.0335,-0.0084,0.035
82.401139,0.0415,0.0046,0.0209,0.047
82.424772,0.0314,-0.0212,-0.0013,0.038
82.441136,0.0011,-0.0466,-0.0323,0.057
82.46094,0.0226,-0.0718,-0.0197,0.078
82.480575,0.0471,-0.0696,0.0431,0.094
82.500471,0.0532,-0.0249,0.018,0.061
82.521376,-0.0005,0.0111,-0.0356,0.037
82.540717,-0.0253,0.0552,-0.0137,0.062
82.560574,-0.061,0.0563,0.0114,0.084
82.580644,-0.0946,0.0556,0.0137,0.111
82.601041,-0.1273,0.0364,0.009,0.133
82.621303,-0.1255,0.0266,0.0298,0.132
82.640494,-0.0663,-0.0138,0.0623,0.092
82.660347,-0.0468,-0.0367,0.0165,0.062
82.680239,-0.0051,-0.0452,-0.0198,0.05
82.700671,0.0389,-0.0417,-0.0211,0.061
82.721189,0.0698,-0.0033,-0.0226,0.073
82.740311,0.0641,0.0047,-0.0002,0.064
82.760403,0.0474,0.0099,0.0071,0.049
82.780769,0.0466,0.0148,-0.0122,0.05
82.800378,0.0479,0.0199,-0.0404,0.066
82.826755,0.0547,0.0273,-0.0074,0.062
82.840247,0.0508,0.0355,-0.0026,0.062
82.860042,0.0433,0.0253,-0.0247,0.056
82.879665,0.0366,0.0113,-0.0349,0.052
82.899718,0.0374,-0.0,-0.045,0.058
82.919958,0.0218,-0.0155,-0.0198,0.033
82.940023,0.0238,-0.0006,-0.0169,0.029
82.960388,0.0142,0.0159,-0.009,0.023
82.979672,-0.0047,0.0013,0.0011,0.005
83.000109,-0.0135,0.0106,0.006,0.018
83.019857,-0.0271,0.0248,0.0085,0.038
83.039414,-0.0428,0.0414,0.0063,0.06
83.059459,-0.0609,0.0229,0.023,0.069
83.079481,-0.0768,0.0503,0.0327,0.097
83.099878,-0.0625,0.0389,0.0427,0.085
83.119011,-0.0711,-0.0241,0.0208,0.078
83.139342,-0.0566,-0.0339,0.0003,0.066
83.160924,-0.0389,-0.0516,-0.0163,0.067
83.179197,0.0034,-0.0371,-0.0008,0.037
83.199631,0.0231,-0.0289,0.01,0.038
83.218882,0.042,-0.0265,0.0138,0.052
83.239286,0.0535,-0.0053,-0.004,0.054
83.25885,0.0583,0.0061,-0.01,0.059
83.278781,0.0657,-0.0152,-0.0211,0.071
83.298995,0.0832,0.0024,-0.0067,0.084
83.318675,0.083,0.0152,-0.0156,0.086
83.339219,0.0691,-0.0048,-0.0388,0.079
83.359162,0.0658,-0.0263,-0.0386,0.081
83.378772,0.0499,-0.031,-0.0179,0.061
83.398812,0.0204,-0.026,-0.0504,0.06
83.418673,0.027,0.0161,-0.018,0.036
83.438336,-0.0512,0.0673,-0.0423,0.095
83.458375,-0.0829,0.1002,0.0052,0.13
83.478178,-0.0609,0.1044,0.0464,0.129
83.49831,-0.0767,0.1136,0.0624,0.151
83.518622,-0.1007,0.085,0.028,0.135
83.538379,-0.0775,0.0165,0.0135,0.08
83.558562,-0.0734,-0.0572,0.0036,0.093
83.578343,-0.0416,-0.1067,0.0019,0.115
83.603604,-0.0031,-0.1095,0.0088,0.11
83.618482,0.0176,-0.0999,0.0487,0.112
83.638003,0.0013,-0.0919,0.0486,0.104
83.657888,0.0142,-0.0618,0.0247,0.068
83.677679,0.0586,-0.0668,-0.0224,0.092
83.697976,0.0803,-0.0462,-0.0348,0.099
83.7177,0.0877,0.0025,-0.0335,0.094
83.738081,0.056,0.0651,-0.0214,0.088
83.75791,0.0047,0.111,0.0079,0.111
83.777643,-0.0104,0.1075,0.0086,0.108
83.797294,-0.0011,0.0648,-0.0379,0.075
83.817133,0.0074,0.0071,-0.0565,0.057
83.837473,0.0095,0.0145,-0.0523,0.055
83.857398,0.0188,0.0329,-0.0249,0.045
83.877417,0.0117,0.046,0.0107,0.049
83.898537,-0.0087,0.0378,-0.0118,0.041
83.917415,0.0167,0.0078,0.0148,0.024
83.937619,0.0399,0.0035,0.0116,0.042
83.957945,0.0105,0.0063,-0.0477,0.049
83.97821,-0.0263,0.0083,-0.0333,0.043
83.997197,-0.0348,0.0001,-0.0073,0.036
84.017263,-0.0387,-0.0221,0.0398,0.06
84.037372,-0.01,0.0005,0.0616,0.062
84.057099,-0.0083,-0.0173,0.0104,0.022
84.076957,-0.016,-0.0251,-0.0225,0.037
84.09905,-0.0029,-0.0056,-0.0141,0.015
84.116621,-0.0155,0.0041,0.0029,0.016
84.138223,-0.0215,-0.0028,0.0113,0.024
84.157883,-0.0003,-0.007,0.0112,0.013
84.176745,0.0075,-0.0227,0.0055,0.024
84.20207,0.0224,-0.0167,-0.0262,0.038
84.216443,0.0421,-0.0136,-0.0244,0.051
84.237119,0.0557,-0.0173,-0.0152,0.06
84.256485,0.057,-0.0073,-0.013,0.059
84.276462,0.0393,-0.0105,-0.0198,0.045
84.297858,0.0448,-0.0045,0.0142,0.047
84.316586,0.0213,-0.0229,-0.0103,0.033
84.336919,-0.0124,-0.0057,-0.0304,0.033
84.359182,-0.0153,0.0303,0.0156,0.037
84.376295,-0.0561,0.0471,0.0217,0.076
84.396036,-0.0241,0.0524,0.0093,0.058
84.416342,-0.0437,0.0298,0.0209,0.057
84.436114,-0.0307,0.0386,-0.0056,0.05
84.456487,-0.0366,0.0282,-0.0056,0.047
84.476173,0.0075,0.0158,-0.0204,0.027
84.49767,0.0414,0.0085,-0.0184,0.046
84.51618,0.0725,-0.0006,-0.0103,0.073
84.536753,0.0707,-0.0368,-0.0172,0.082
84.556349,0.0751,-0.0465,-0.0493,0.101
84.575775,0.0807,-0.0454,-0.0627,0.112
84.600903,0.0284,-0.0127,-0.0666,0.074
84.615745,0.0142,0.0391,-0.0408,0.058
84.635664,-0.01,0.0516,0.0288,0.06
84.655785,-0.0633,0.032,0.0466,0.085
84.675547,-0.0906,-0.0013,0.1017,0.136
84.695352,-0.1089,0.0177,0.0586,0.125
84.715963,-0.0393,0.0368,0.003,0.054
84.737607,-0.0046,-0.0174,-0.0076,0.02
84.758348,0.0208,-0.0317,-0.0139,0.04
84.775395,0.0043,-0.0367,-0.049,0.061
84.795625,0.0424,-0.0362,-0.0219,0.06
84.815133,0.0529,-0.024,-0.0047,0.058
84.836568,-0.0597,0.0147,0.0092,0.062
84.855432,0.0033,0.0007,0.0842,0.084
84.875141,-0.0678,0.0467,0.1588,0.179
84.89484,0.0135,0.0842,0.0011,0.085
84.914797,0.2572,0.0465,-0.0135,0.262
84.941525,-0.1477,0.0363,-0.0427,0.158
84.955343,0.0303,-0.1517,0.0126,0.155
84.975004,-0.208,-0.1843,0.1801,0.331
84.999958,-0.1471,-0.0144,0.1705,0.226
85.014784,0.0002,0.0966,-0.0672,0.118
85.03728,0.1069,0.0719,-0.288,0.315
85.054607,0.1586,0.0294,-0.3029,0.343
85.074527,0.1672,-0.0547,-0.0291,0.178
85.094523,0.104,-0.0465,0.0181,0.115
85.114468,-0.0371,0.0333,-0.0439,0.066
85.141953,-0.0927,0.081,-0.0495,0.133
85.154574,-0.0525,0.0885,-0.0023,0.103
85.174597,0.001,0.0615,0.0036,0.062
85.194413,0.0163,0.0929,-0.0308,0.099
85.214477,0.0462,0.1215,-0.0346,0.135
85.238288,0.0614,0.0758,-0.0154,0.099
85.254244,0.0482,0.0312,0.0248,0.063
85.274141,0.0731,-0.0057,0.0267,0.078
85.294024,0.0986,-0.0373,-0.014,0.106
85.314084,0.1433,-0.1056,-0.0475,0.184
85.335374,0.1537,-0.116,-0.0376,0.196
85.354717,0.1641,-0.0642,-0.01,0.176
85.373943,0.1364,-0.0724,0.0308,0.157
85.393886,0.1205,-0.0809,0.027,0.148
85.413846,-0.0114,-0.2273,-0.1771,0.288
85.433738,-0.0059,-0.1468,-0.1135,0.186
85.453988,-0.1557,0.0909,-0.2866,0.339
85.47356,0.6581,-0.3142,-0.0366,0.73
85.495089,-0.1053,0.0056,-0.2266,0.25
85.513583,-0.2151,0.1468,0.0817,0.273
85.533471,-0.2494,0.2115,0.1803,0.373
85.553637,-0.1924,0.0878,-0.1851,0.281
85.573338,-0.2252,-0.0484,0.1869,0.297
85.593211,-0.106,0.0464,0.0393,0.122
85.615013,0.069,-0.0023,-0.0615,0.093
85.633529,0.4268,-0.6522,-0.0266,0.78
85.653807,0.0171,0.2074,-0.2775,0.347
85.673239,0.0324,0.5291,0.2772,0.598
85.693113,-0.2344,0.1745,-0.1494,0.328
85.713108,0.1303,0.3501,-0.7105,0.803
85.732983,-0.0037,0.3364,0.2412,0.414
85.753448,0.6045,0.1624,0.3413,0.713
85.773506,0.0758,-0.5373,-0.2409,0.594
85.792992,-0.2323,-0.3496,-0.1712,0.453
85.815469,-0.1314,0.1049,0.0297,0.171
85.832687,0.0009,0.2501,-0.0261,0.251
85.852716,0.1085,0.1671,0.1679,0.261
85.87265,-0.0233,-0.0557,0.0961,0.114
85.892608,0.2169,-0.1306,0.07,0.263
85.914504,0.0202,-0.2577,-0.0844,0.272
85.932565,-0.1602,-0.3017,0.0965,0.355
85.953069,-0.2235,-0.171,0.0668,0.289
85.97228,-0.1645,-0.0087,0.1279,0.209
85.992146,-0.074,0.0967,0.196,0.231
86.012066,0.0815,0.1293,-0.0157,0.154
86.032085,-0.0252,0.1611,0.0211,0.164
86.052287,0.1085,0.0845,0.024,0.14
86.072217,0.0616,-0.2406,-0.127,0.279
86.092225,-0.1486,-0.262,-0.1123,0.321
86.114984,-0.0336,-0.1962,-0.0507,0.205
86.132287,-0.1165,-0.1239,0.0824,0.189
86.158387,-0.0596,-0.1093,0.0748,0.145
86.1723,-0.0901,-0.2874,0.0785,0.311
86.191745,-0.0167,-0.1002,-0.0818,0.13
86.211609,0.1273,0.1662,-0.0461,0.214
86.231399,0.0815,0.3546,0.0055,0.364
86.251797,0.1431,0.38,0.039,0.408
86.27164,0.0581,0.348,0.0122,0.353
86.291755,1.0843,5.6706,-0.857,5.837
86.313361,-1.0005,-2.9463,1.4394,3.428
86.331616,-0.6464,-3.9746,-1.6402,4.348
86.353831,-0.416,1.3838,0.251,1.467
86.371668,0.729,0.1762,-0.0535,0.752
86.391703,-0.1201,-0.3495,0.1089,0.385
86.41479,-0.0727,-0.0888,-0.0806,0.14
86.431466,0.6818,-0.4136,-0.1191,0.806
86.451645,-0.0508,0.46,0.3177,0.561
86.471508,0.0864,0.2929,-0.057,0.311
86.491282,-0.0937,0.1837,0.0154,0.207
86.51341,-0.2562,-0.0204,0.1496,0.297
86.531631,-0.0572,-0.1571,0.0613,0.178
86.552861,0.1103,-0.1306,0.0239,0.173
86.571601,0.2474,-0.0168,0.0712,0.258
86.590992,-0.085,-0.0419,0.0103,0.095
86.612546,-0.2731,-0.4824,-0.0917,0.562
86.630763,-0.1729,-0.2132,-0.1167,0.298
86.65134,0.1998,0.1784,0.1289,0.297
86.670654,0.2606,0.3913,0.1221,0.486
86.690526,0.1363,-0.166,-0.024,0.216
86.714016,0.0301,-0.4252,-0.2584,0.498
86.730666,0.0342,-0.5797,-0.1765,0.607
86.751821,0.0847,-0.4205,-0.0424,0.431
86.771184,0.0734,-0.1031,0.1475,0.194
86.790468,-0.1001,0.0387,0.1929,0.221
86.812163,-0.2665,0.2372,0.0448,0.36
86.830438,-0.1733,-0.0159,-0.0466,0.18
86.850482,-0.0815,-0.0247,0.0043,0.085
86.870427,-0.0051,0.0787,-0.0144,0.08
86.890153,-0.0952,0.1208,-0.1004,0.184
86.912614,0.1868,-0.0004,-0.2963,0.35
86.93008,-0.0778,0.164,0.1242,0.22
86.951574,-0.1107,0.2593,0.222,0.359
86.970562,-0.0714,0.2157,0.1433,0.269
86.990424,0.1518,-0.1137,-0.0984,0.214
87.010007,0.0299,-0.4532,-0.2704,0.529
87.030283,0.0246,-0.4077,-0.097,0.42
87.050139,0.003,-0.3544,0.0683,0.361
87.069866,0.27,0.1393,0.2855,0.417
87.08952,0.0773,-0.2778,0.1679,0.334
87.10999,-0.097,-0.2364,-0.0012,0.256
87.12988,0.0728,-0.1058,-0.0345,0.133
87.151507,0.0523,-0.0484,-0.2359,0.246
87.169569,0.4813,0.0072,0.1888,0.517
87.189656,-0.5237,-0.4475,0.0505,0.691
87.210436,-0.5356,-0.7216,0.2281,0.927
87.229708,-0.2608,-0.4259,0.1247,0.515
87.249949,0.3321,-0.3566,-0.0456,0.489
87.269512,0.2059,-0.552,0.1542,0.609
87.291016,0.2663,-0.0563,-0.0736,0.282
87.309397,0.2276,-0.1477,0.0722,0.281
87.329176,-0.1245,0.1618,-0.1436,0.25
87.348915,-0.0461,0.3192,-0.1468,0.354
87.368824,0.1994,-0.1283,0.1376,0.274
87.388852,0.6039,-0.3328,0.1966,0.717
87.409616,0.1378,-0.046,0.1303,0.195
87.428767,-0.2565,0.1832,0.1077,0.333
87.450581,0.1175,0.5757,-0.5441,0.801
87.47066,-0.3301,0.7388,0.1619,0.825
87.488888,0.0089,0.1901,-0.0345,0.193
87.508732,0.1811,-0.4986,-0.1101,0.542
87.529917,0.2395,-0.6331,-0.0722,0.681
87.550757,0.0556,-0.1337,0.1215,0.189
87.568523,-0.1896,-0.075,0.0162,0.205
87.588372,-0.2781,-0.3727,0.0684,0.47
87.608245,-0.1656,-0.2866,-0.0668,0.338
87.628283,0.1543,-0.2521,0.1423,0.328
87.649972,-0.0823,-0.3559,-0.0409,0.368
87.668514,-0.0534,-0.6335,-0.0463,0.637
87.688356,-0.0182,-0.2553,0.0594,0.263
87.708257,-0.314,-0.1916,-0.1571,0.4
87.728478,-0.1213,-0.1859,0.0746,0.234
87.749535,0.4026,-0.382,0.1673,0.58
87.768187,0.3141,-0.3592,0.0199,0.478
87.787992,0.1393,-1.1506,-0.3709,1.217
87.80879,0.0456,-0.7575,-0.0191,0.759
87.827855,0.1148,0.0085,0.1558,0.194
87.848917,0.3302,0.6562,0.1358,0.747
87.868248,0.655,1.1919,0.1975,1.374
87.887982,0.7076,1.3136,-0.0975,1.495
87.907608,-0.0256,1.3947,-0.2564,1.418
87.929953,-1.0701,1.8376,-0.118,2.13
87.947846,-1.0881,2.9255,-0.3407,3.14
87.967635,-0.5668,2.7293,-0.0473,2.788
87.988103,0.6183,0.6357,-0.1216,0.895
88.007316,0.4833,0.596,0.076,0.771
88.029274,-0.6923,-0.1508,0.2929,0.767
88.048805,-0.4141,-1.6701,0.2184,1.735
88.067588,-0.5891,-0.3104,-0.037,0.667
88.087412,-0.4984,0.2822,0.0254,0.573
88.107011,-0.18,0.2443,0.1325,0.331
88.128193,-0.0886,0.4387,0.0525,0.451
88.148128,-0.0027,0.2269,0.0669,0.237
88.17001,-0.1448,0.1055,-0.0344,0.182
88.187022,-0.0312,0.2639,0.0281,0.267
88.207027,0.1089,0.0488,0.0799,0.144
88.229129,0.1602,-0.2985,-0.1332,0.364
88.246997,0.0635,-0.3401,-0.1675,0.384
88.267182,-0.0247,-0.2161,-0.2266,0.314
88.287129,-0.2423,-0.0488,-0.1141,0.272
88.307631,-0.2969,-0.156,-0.0116,0.336
88.327155,-0.3437,-0.3808,0.1371,0.531
88.349378,-0.0388,-0.3393,-0.1279,0.365
88.36722,0.0158,-0.2061,-0.0706,0.218
88.38659,-0.1193,-0.8348,0.0197,0.844
88.406234,-0.2057,-0.5067,-0.1689,0.572
88.430612,0.1455,-0.4464,-0.0517,0.472
88.446024,-0.1682,-0.3342,0.1494,0.403
88.46817,0.1912,-0.6051,0.0017,0.635
88.487676,-0.0261,-0.5108,0.0859,0.519
88.507402,-0.3266,-0.5625,0.0314,0.651
88.529415,-0.1289,-0.4918,-0.1035,0.519
88.546055,-0.1297,-0.5504,-0.0507,0.568
88.567006,0.395,-0.4174,0.1485,0.594
88.587348,0.1133,-0.5925,0.0047,0.603
88.606098,-0.5471,-0.9949,-0.1394,1.144
88.628455,-0.338,-0.9685,0.1478,1.036
88.645698,0.4023,-0.9792,0.462,1.155
88.666149,0.2553,-0.3032,0.0125,0.397
88.686006,-0.3899,0.1006,-0.2365,0.467
88.705961,0.0888,0.1632,-0.1395,0.232
88.726387,0.1431,-0.0079,-0.3942,0.419
88.746494,0.0959,0.3398,-0.2961,0.461
88.76612,-0.1439,0.2768,-0.1664,0.354
88.786132,0.0353,-0.1002,-0.2227,0.247
88.805907,-0.0328,-0.2888,-0.3803,0.479
88.826181,-0.1152,-0.912,-0.286,0.963
88.845526,-0.032,-0.2638,-0.5263,0.59
88.865564,-0.0166,-0.5082,0.0717,0.514
88.88608,0.0476,-0.7966,-0.1926,0.821
88.905391,-0.4447,-0.3124,-0.5209,0.753
88.925356,-0.7248,-1.2351,-0.0236,1.432
88.945444,-0.4343,-0.7349,0.0465,0.855
88.965565,0.2143,-0.142,0.1675,0.307
88.985855,1.2382,1.2005,0.3236,1.755
89.005571,-1.2497,2.0012,-1.5018,2.797
89.032884,-2.2044,1.2233,-3.5215,4.331
89.044755,-3.1769,0.7184,-3.8268,5.025
89.065483,-2.3325,0.9716,-1.7681,3.084
89.085585,-0.6734,2.229,-1.1418,2.593
89.105245,-1.743,1.2777,-2.5725,3.36
89.125199,-3.4998,1.8966,-2.4503,4.674
89.145253,-4.4855,2.3861,-1.552,5.312
89.167573,-4.9976,2.8553,-1.0794,5.856
89.184923,-5.0638,2.6566,-1.2202,5.847
89.204523,-4.5142,2.5854,-1.4574,5.402
89.225475,-3.696,2.6186,-1.5098,4.775
89.244323,-3.1746,1.7549,-1.2778,3.846
89.265418,-2.4141,1.2451,-0.4255,2.749
89.285439,-1.4591,1.3231,0.3237,1.996
89.304462,-1.7159,1.8549,0.8924,2.68
89.324355,-0.804,1.4248,0.7844,1.814
89.344381,0.3701,-0.5094,-0.5601,0.843
89.364866,0.5308,-1.5129,-1.4499,2.162
89.384501,1.0698,-0.7202,-0.5833,1.415
89.404581,1.3018,0.4052,0.2611,1.388
89.43271,1.1367,0.0849,-0.4903,1.241
89.444535,1.379,-2.2607,-2.4381,3.6
89.464627,3.5153,-3.1318,-2.8844,5.521
89.484487,3.0445,-1.962,-1.5904,3.956
89.504029,0.9185,-1.0171,-1.0737,1.741
89.524054,0.5559,-2.2291,-2.3587,3.293
89.54389,2.9037,-3.526,-2.8614,5.39
89.56439,4.1402,-2.8536,-2.3152,5.536
89.584182,2.1786,-1.2014,-1.2026,2.763
89.603831,0.2188,-0.7028,-1.1322,1.35
89.626006,0.4285,-1.5698,-2.5296,3.008
89.64462,1.8227,-2.7909,-2.8302,4.373
89.66441,1.7304,-2.4108,-2.1048,3.638
89.683917,0.1933,-2.017,0.3627,2.058
89.704019,-2.3802,-0.7066,3.5932,4.368
89.723748,-0.5524,-1.183,3.1252,3.387
89.746208,0.0596,-1.9406,0.7889,2.096
89.765987,-0.5808,-2.4184,-2.535,3.551
89.783259,-1.2056,-1.9353,-2.4254,3.329
89.803205,-0.6354,-1.1006,-1.7074,2.128
89.824708,0.641,-0.5452,-1.7009,1.898
89.84317,1.3205,-0.7787,-1.8014,2.365
89.86397,0.7536,-0.7612,-1.7323,2.037
89.884056,-0.6579,-0.7104,-1.4883,1.776
89.902768,0.4472,-0.8056,-2.1167,2.309
89.923519,-0.2083,-0.0623,-1.2229,1.242
89.942837,0.5419,-0.2853,-2.1455,2.231
89.963582,0.1497,-0.5172,-2.6382,2.693
89.982909,-0.1946,-0.4675,-0.9024,1.035
90.002828,0.4005,-0.8924,0.3323,1.033
90.022769,0.7157,-1.0048,-0.9607,1.564
90.044206,-0.4701,0.6358,-1.2278,1.46
90.06324,0.4233,0.125,-1.2235,1.301
90.082564,0.4022,-1.0315,-1.269,1.684
90.102641,-1.1168,-0.8991,-0.8403,1.662
90.122232,-1.0714,-0.4274,0.7076,1.353
90.142085,-0.9587,-0.5379,0.5492,1.229
90.162524,-1.0512,-0.1987,-0.6385,1.246
90.182281,-0.8042,-0.3308,-0.9946,1.321
90.202287,0.3327,-0.7768,-0.9384,1.263
90.223468,0.4242,-0.5696,-0.4654,0.849
90.242035,-0.6896,-0.4589,-0.0082,0.828
90.262037,-1.365,-1.02,0.3809,1.746
90.282549,-1.7717,-1.0007,0.6904,2.149
90.302164,-1.6242,-0.3724,1.0499,1.97
90.321809,-1.8153,0.3729,1.5608,2.423
90.345924,-1.3169,0.6724,1.6397,2.208
90.361726,-0.6476,0.6079,1.9154,2.111
90.381884,0.5803,1.7985,1.199,2.238
90.401791,2.0826,1.8032,2.4503,3.687
90.425215,0.972,1.1537,2.105,2.59
90.444822,-0.3114,0.215,1.6171,1.661
90.461353,-0.757,-0.8355,0.7105,1.333
90.481676,-0.546,-0.6643,-0.105,0.866
90.501659,1.5291,0.7934,0.3186,1.752
90.521449,2.1926,0.919,1.0476,2.598
90.541447,0.5974,-0.0673,0.3079,0.675
90.561514,-0.0703,-0.8876,-0.1555,0.904
90.581508,-0.2755,0.0689,-0.6132,0.676
90.60166,-0.6303,0.1391,-0.7498,0.989
90.621319,0.2499,0.0301,-0.7216,0.764
90.641457,0.1163,0.0095,-0.6894,0.699
90.661155,0.1596,0.1197,-0.0563,0.207
90.681303,0.3788,-0.1081,0.0026,0.394
90.7012,0.5182,-0.3649,0.0988,0.641
90.721005,-0.2959,-0.0993,-0.2557,0.404
90.742789,-0.2355,0.2722,-0.6737,0.764
90.76087,-0.3841,0.3191,-0.3216,0.594
90.781818,-0.4212,0.0355,-0.2144,0.474
90.800826,-0.0348,0.0081,-0.5912,0.592
90.820685,0.139,-0.0302,-0.6373,0.653
90.843348,-0.03,-0.4092,-0.5,0.647
90.860354,-0.9499,-0.0484,0.1168,0.958
90.880586,0.4826,0.5431,-0.5213,0.894
90.900422,-0.7864,0.2651,-1.1989,1.458
90.920337,-0.3268,0.2968,0.4875,0.658
90.940366,0.0682,0.0792,-0.6,0.609
90.960493,0.0577,-0.1867,-0.5173,0.553
90.983677,0.11,-0.1619,-0.6236,0.654
91.000356,0.0038,-0.0029,-0.2192,0.219
91.020189,-0.4869,-0.4117,-1.4962,1.626
91.040412,0.8386,0.2004,-0.2845,0.908
91.060068,0.0644,-0.2377,-0.4492,0.512
91.080194,-0.1196,0.2111,-0.4051,0.472
91.100173,-0.0487,0.2443,0.0352,0.252
91.119874,0.1171,-0.1994,-0.0852,0.246
91.14329,0.0628,-0.3095,-0.1666,0.357
91.160046,-0.0314,-0.2177,-0.2312,0.319
91.180331,-0.1253,-0.1301,-0.1532,0.237
91.200075,-0.1206,0.0174,-0.0726,0.142
91.220045,0.0497,0.0556,-0.0754,0.106
91.239836,0.0178,-0.0477,-0.2164,0.222
91.259395,-0.0194,-0.1463,-0.6029,0.621
91.279769,-0.1894,0.0926,-0.8881,0.913
91.2997,-0.4674,-0.017,-0.9888,1.094
91.319457,-0.1574,0.2626,-0.3895,0.495
91.339769,-0.0463,0.0662,-0.3593,0.368
91.359635,0.1329,0.0558,-0.1344,0.197
91.379752,-0.1294,-0.0454,-0.1487,0.202
91.399524,0.0219,0.1943,-0.0135,0.196
91.419452,0.0385,0.1359,-0.142,0.2
91.43981,0.1534,-0.0677,-0.2407,0.293
91.459308,0.1011,-0.1236,-0.3924,0.424
91.479351,0.0961,0.0702,-0.1903,0.224
91.49931,0.0497,0.0845,-0.1566,0.185
91.519097,0.0339,0.0592,-0.193,0.205
91.540944,0.187,-0.0246,-0.0779,0.204
91.559258,0.1581,0.1164,-0.0703,0.209
91.579197,0.0198,0.1219,-0.3026,0.327
91.598985,-1.3443,0.3067,-0.4214,1.442
91.6198,0.6544,-0.1553,-0.0123,0.673
91.640518,-0.0329,0.333,-0.4977,0.6
91.658584,-0.2099,0.0916,-0.6188,0.66
91.681629,-0.3079,-0.0402,-0.4597,0.555
91.699359,-0.2929,-0.0728,0.0959,0.317
91.719749,-0.3347,-0.2713,0.2744,0.511
91.738286,-0.3335,-0.3442,0.3124,0.572
91.758354,-0.2404,-0.3193,0.1593,0.43
91.778574,-0.2427,-0.1761,0.2825,0.412
91.798483,-0.1389,-0.1474,0.238,0.313
91.820706,0.0855,-0.1618,-0.089,0.204
91.838145,0.2018,-0.1216,-0.1239,0.266
91.857876,0.303,-0.1065,-0.0919,0.334
91.878285,0.1904,-0.0323,0.061,0.203
91.898161,0.2096,-0.0369,-0.0356,0.216
91.919593,0.0738,0.1893,0.0245,0.205
91.938348,0.0587,0.311,-0.0083,0.317
91.958177,-0.0802,0.2944,-0.1013,0.321
91.98041,0.5032,0.1372,0.1889,0.555
91.998287,-0.0625,0.2723,-0.275,0.392
92.017729,-0.2437,0.1481,-0.4652,0.546
92.039039,0.3206,-0.1479,-0.1599,0.388
92.057524,0.1597,0.1945,-0.4493,0.515
92.078038,-0.0475,0.109,-0.2466,0.274
92.097984,0.086,0.0385,-0.0294,0.099
92.117529,0.0291,0.1522,0.0013,0.155
92.138162,-0.0457,0.0544,-0.079,0.106
92.157553,0.1832,-0.0692,0.0234,0.197
92.179684,0.0286,-0.1339,0.0196,0.138
92.197469,0.0739,-0.1007,0.1107,0.167
92.217304,-0.1028,-0.0891,0.0255,0.138
92.239075,-0.0179,-0.0215,0.0956,0.1
92.257123,-0.0294,0.1058,0.0908,0.142
92.277886,0.0267,0.0394,0.0075,0.048
92.297423,0.0841,-0.0634,0.0197,0.107
92.317311,0.0869,-0.0448,0.0798,0.126
92.338605,0.0659,-0.0803,0.0319,0.109
92.356955,-0.0446,-0.0613,-0.114,0.137
92.379167,-0.0276,-0.0497,-0.2838,0.289
92.397135,-0.0658,-0.0448,-0.1088,0.135
92.416977,-0.0883,0.0579,0.14,0.175
92.436654,-0.0977,0.0714,0.1816,0.218
92.45678,-0.1157,0.0466,0.0704,0.143
92.478363,-0.0793,-0.0337,-0.0375,0.094
92.497241,-0.0092,-0.1082,-0.0965,0.145
92.516317,-0.0091,-0.1731,-0.0699,0.187
92.536119,-0.0548,-0.1542,-0.0055,0.164
92.556218,-0.0131,-0.0865,-0.0374,0.095
92.578139,-0.0883,0.0032,0.079,0.119
92.596664,-0.1146,0.0398,0.0166,0.122
92.616473,-0.312,0.1508,-0.0162,0.347
92.638348,-0.1302,0.19,0.0712,0.241
92.656382,0.0723,-0.1126,-0.1285,0.186
92.677696,-0.0398,-0.0482,-0.1493,0.162
92.69645,0.0007,-0.0402,-0.0804,0.09
92.71633,0.0936,-0.0104,0.0046,0.094
92.744829,0.3007,-0.0774,0.003,0.31
92.7563,0.1464,0.0356,0.0584,0.162
92.777713,0.235,-0.0239,0.0525,0.242
92.796445,0.1491,0.0394,-0.0415,0.16
92.816017,0.2217,0.0584,-0.1289,0.263
92.835943,0.1627,0.1904,-0.0125,0.251
92.858251,0.1735,0.1294,-0.1713,0.276
92.875989,0.1341,0.2013,-0.1465,0.283
92.896074,0.072,0.1332,-0.0396,0.156
92.915804,-0.0189,0.0266,-0.026,0.042
92.935651,-0.0303,-0.0872,-0.2076,0.227
92.957028,-0.1228,-0.0662,-0.3136,0.343
92.975478,-0.1562,0.0233,-0.139,0.21
92.995572,-0.1502,0.0113,0.1055,0.184
93.015443,-0.0076,-0.0597,0.3639,0.369
93.035312,0.0546,-0.0987,0.4665,0.48
93.055562,0.0617,-0.1556,0.293,0.337
93.075404,0.0931,-0.2394,-0.0967,0.274
93.095936,-0.1176,-0.1476,-0.085,0.207
93.115276,-0.2357,-0.0561,-0.0288,0.244
93.135108,-0.0362,-0.1217,-0.2034,0.24
93.158611,-0.0229,-0.0981,-0.2071,0.23
93.175118,-0.0357,-0.0473,0.1247,0.138
93.195028,0.0227,-0.0921,0.3048,0.319
93.215079,0.0475,-0.0825,0.1189,0.152
93.234855,0.0108,-0.0758,-0.1268,0.148
93.254913,-0.087,-0.0024,-0.1978,0.216
93.274636,-0.1019,0.1145,-0.172,0.23
93.294879,-0.0,0.062,-0.2447,0.252
